brand,categories,content,discount,num_review,product,regular,star,title
Galliprant,"Pharmacy,Pain Relief & Arthritis",Great ful my dog has relief from her arthritis and the medication is not damaging to her liver or kidneys! Bootie just turned 16 years old last month and could not be happier!,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,No more pain
Galliprant,"Pharmacy,Pain Relief & Arthritis",I've only noticed a slight difference in Lucy but she's only taken the meds for one week.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galaprant tablets
Galliprant,"Pharmacy,Pain Relief & Arthritis","Only been on it for a few days but my dog seems to be pain free, more energetic & much happier than he’s been in a long time. Has hip issues.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,So far so good
Galliprant,"Pharmacy,Pain Relief & Arthritis",I have Dudley a 12 year old cocker spaniel but the vet say he is older. For the past couple of weeks he started to decline. He was hiding in corners and loosing his ability to walk. He would spread eagle on the tile floor. He could walk on carpet. One day my dad came home to a destroyed wood floor because of his vowels and he was sitting in it cause he couldnt walk. Well we cleaned him up and the house. Then he just seemed depressed and couldnt really walk. We called the vet they recommended Galliprant. So we tried a sample but had to give him rice and chicken for feeding. Not sure if that was due to the meds or just his stomache. He is now walking better and getting up/down the stairs more. ,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Old cocker spaniel on deaths door
Galliprant,"Pharmacy,Pain Relief & Arthritis",You guys were the only ones I could get my dogs meds from in a timely manner. Thank you!,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Thank you!!!
Galliprant,"Pharmacy,Pain Relief & Arthritis","My dog will be 15 next month and has bad arthritic knees.  She has clear improvement in the pep in her
step on Galliprant.  Less stiffness, less restless when finding. Position to sleep, and conquers stairs faster.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Helps my old girl
Galliprant,"Pharmacy,Pain Relief & Arthritis",Very pleased with this Galliprant.  We have been giving our 25# almost 13 year old dog Rymidal for a while but when we had an emergency the vet we took her to gave us the Galliprant for her pain.  With the Galliprant it only takes 1 - 20mg pill to keep her good for the whole day while with the Rymidal she was on 2 - 25mg a day.  To us it is worth the extra $'s for the Galliprant and she is doing well.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Not Rymidal
Galliprant,"Pharmacy,Pain Relief & Arthritis",Vet started my 16 year old on this med and it did wonders. I went onto Chewy when she ran out. Didn’t know if they would have it but thought i would try as i use them for my dog’s food. They contacted her vet to get prescription filled and the price was so much less. Very impressed. No hassle whatsoever. A breeze. So worth it.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Great Price
Galliprant,"Pharmacy,Pain Relief & Arthritis",Same medication I received from our vet but at a much lower cost!! Highly recommend!,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Best Price!!
Galliprant,"Pharmacy,Pain Relief & Arthritis",Didn't help with or senior dog's mobility and gave her terrible diarrhea.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Made Things Worse
Galliprant,"Pharmacy,Pain Relief & Arthritis","This drug is helping my 12 year old Labrador's arthritic hips.  Before taking it she couldn't get up from a ""down"" position without help, and now she can even get up off the slippery tile floor by herself.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Helps a lot
Galliprant,"Pharmacy,Pain Relief & Arthritis","Uno has been on this since it came available, 2 yrs? He has had no issues and it is a miracle pill for him. He was on previcox prior and I worried about long term reported safety. Galliprant was new with good outlook. The difference is amazing! I ran out for 3 days while it was being shipped and by the third day he didn’t want to get up. Galliprant came and by second day, he was back to running. He doesn’t move or get up like the young pup he once was, but hey I don’t either. He is happy and that makes me happy.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Couldn’t get up without it!
Galliprant,"Pharmacy,Pain Relief & Arthritis",So far I haven't seen any improvement in my old dog's lack of desire to eat (unless her bowl contains a big spoonful of cat food gravy).  But Chewy ordering/shipping is top-notch.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,not helping yet
Galliprant,"Pharmacy,Pain Relief & Arthritis","In the few weeks since Jake started taking Galliprant there has been a noticeable improvement.  We're not expecting a miracle, but hope he will continue to improve over time.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Helps better than other meds we've tried
Galliprant,"Pharmacy,Pain Relief & Arthritis","My 14 year old, bless her heart was having accidents in the house, this was due to hurting to much to go potty outside. Her Vet prescribe Galliprant. Now she is going outside and wagging her tail, she's happy I'm Happy and out of extreme pain",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Yippy skippy
Galliprant,"Pharmacy,Pain Relief & Arthritis","This medicine is great for my dog. No side effects, and has helped him a lot. He loves it, I just give it to him and he chews it right up. I strongly recommend it.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Arthrittis
Galliprant,"Pharmacy,Pain Relief & Arthritis","Galiprant has really helped my 10 year
Old Chocolate lab/Shepherd mix Clifford
I would recommend this product to 
People who have an older dog with back
Leg issues. Since being on this medicine 
Clifford is now running and chasing balls again! He has not been able to do that in years!",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Awesome medicine
Galliprant,"Pharmacy,Pain Relief & Arthritis",My dog has a genetic birth defect with her knees that started giving her problems walking. We started her on Galliprant and notice an immediate difference.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Works Great
Galliprant,"Pharmacy,Pain Relief & Arthritis",My 15-year-old dog really needs this medicine. It works well to address him pain.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Much needed
Galliprant,"Pharmacy,Pain Relief & Arthritis","Thank you for letting me purchase a small quantity of Galliprant. Sadly, I only needed a few to get our 14-year-old Black Lab through until he was scheduled for euthanasia. He could barely walk and was in pain and had severe dimentia. We were selfishly holding onto him for a few days until we could bare to let him go and he didn’t have enough medicine to hold him over. Thank you.  I’m sorry I had to find out about company under these circumstances but it helped lessen the worry.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Appreciated the flexible quantities
Galliprant,"Pharmacy,Pain Relief & Arthritis","Though it's expensive, it has been a great thing for my dog. Without it she wouldn't be able to get around still.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Works great!
Galliprant,"Pharmacy,Pain Relief & Arthritis",I give this daily to my dog and it seems to help.  Plus you cant beat Chewy's prices.  Not just for this but other meds too!!,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,11 year old Golden
Galliprant,"Pharmacy,Pain Relief & Arthritis",My handsome boy at 8 years old now has back issues  and can hardly get up in the morning. Sometimes not at all and even cries. The Drs believe it could be the lead pellet he has by his neck hitting a nerve. (He had it before I rescued him at 3 years old) Vet recommended this and he takes it every night. He hadn't had a bad morning of pain. When we took him off of it couple days later he's back to having trouble getting up and sometimes crying. Back on this pill again and once again no pain and he gets up much better. It is just a magic pill that works wonders. I just don't really want to keep him on meds forever so I will see if there are other alternatives.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Miracle pill
Galliprant,"Pharmacy,Pain Relief & Arthritis",These pills have breathed new life into my old girl! She's more active than she's been in months. Would recommend talking to your vet about prescribing these if ur dog is old and has severe arthritis because they work and they're worth every penny!!!,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Amazing!!!
Galliprant,"Pharmacy,Pain Relief & Arthritis","I have an almost 11-year yellow lab, Buddy, who had been limping and having trouble going up the stairs.  I took him to the vet who recommended Galliprant because it doesn't affect the liver.  I have had him on 1 pill a day (60 mg) which is a low dose given his size, and it has made a world of difference!  He is playing with his toys again, the limp is gone, and he has no issues running up and down the stairs.  Although this comes with a high price tag, the auto-ship drops it down to a reasonable cost, and honestly, it wouldn't matter the cost given how much it has helped my boy!  My vet has no issue with me using Chewy to get the medication, she actually told me she prefers Chewy over any other",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Miracle Worker!
Galliprant,"Pharmacy,Pain Relief & Arthritis","As a young dog, Truman was so athletic, he could jump a 6 foot fence and chase down Antelope on our property. I knew he would pay the price later. He is now 12 year old, weights 85LB and is still very fit...but arthritis has taken its toll on his back legs. I have had him on Rimadyl for the last year and a half. I thought it worked ok but it was hard to get him to take it twice a day and he still had bad days. I was placing an order and noticed Galliprant. I called my vet to ask her experience but she had none because it is more costly and she no reviews to pass along to support value, she does now! I liked the reviews and the fact that it is once daily and much easier on organs. I bought a 60",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Big difference
Galliprant,"Pharmacy,Pain Relief & Arthritis","My Rusty is a 120 pound 13 year old Chocolate Lab whose rear legs (Knees and hips) are very weak. Having my boy on Galliprant gives him a better quality of life. He is able to get up and move around much better on his own and does not show that he is in as much discomfort/pain as he was with out Galliprant. There are several choices available but for my Rusty, this works great.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galliprant
Galliprant,"Pharmacy,Pain Relief & Arthritis",My dog has a very sensitive stomach but he seems to be ok with Galliprant.  I only give him 1/2 a pill a day.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,GREAT FOR MY DOG
Galliprant,"Pharmacy,Pain Relief & Arthritis","I cancelled my autoship of Galliprant when I realized that my dog's orignial Rx from the vet was 100mg, and Chewy only offers 60mg version.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Wrong strength
Galliprant,"Pharmacy,Pain Relief & Arthritis",My dog’s arthritis causes ger to stumble and fall. Galliprant really helps her walk better.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Fantastic Product
Galliprant,"Pharmacy,Pain Relief & Arthritis",After the mix up was taken care of. I received the meds. And by day#3 my fur baby girl is starting to move around more and it seems to be getting better day by day,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galliprant
Galliprant,"Pharmacy,Pain Relief & Arthritis",My two dogs have been on this now for two years and the 15 1/2 year old still runs and chases his ball like a puppy.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Great for joint pain!
Galliprant,"Pharmacy,Pain Relief & Arthritis","You guys are accurate, speedy and all in all doing a great job. I can see you are growing, and rightly so, for I see your boxes everywhere. Good job! Joan W",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,chewy is great and is everywhere
Galliprant,"Pharmacy,Pain Relief & Arthritis","My 9 year old sheltie was diagnosed with arthritis which came as a total surprise. She apparently is really good at hiding her aches and pains, however after an incident that occurred where she collapsed in pain, the vet decided it was time to start her on arthritis meds. She was on Rimadyl for a few weeks but had severe diarrhea. Switched her to Galliprant 1/2 tab every other day and had mild diarrhea for about 2-3 days then back to normal bowel movements. This medicine has been a God send for my girl. She is acting like a puppy again and has so much energy. There are some days when I have to give it daily but for the most part we are doing well on an every other day regimen. Vet said she will",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Miracle Drug
Galliprant,"Pharmacy,Pain Relief & Arthritis",Great product..Has helped my almost 15 yr Female Labrador immensely.. Highly recommend.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galliprant 60 mg
Galliprant,"Pharmacy,Pain Relief & Arthritis","My collie started limping a few months ago.  Went to vet and arthritis had set in, not unusual for a 14 yr old collie.  He recommended Galliprant and after a few days, she is running again and can get up and down without trouble.  Works for us-really well!",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galliprant is the med for aging dogs
Galliprant,"Pharmacy,Pain Relief & Arthritis","My 14 year old cockapoo, Peanut, was diagnosed with Intervertebral Disk Disease(IVDD) and couldn't move. He would stand in one place and shake.  We thought it was near the end, until our Vet recommended Galliprant.  One week later, Peanut is taking walks, doing stairs, and has even jumped off the couch when we weren't looking.  It's truly a miracle. Peanut has not (yet) exhibited any bad side effects. Highly recommend this product.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Miracle Drug
Galliprant,"Pharmacy,Pain Relief & Arthritis","Prompt service, fast delivery, Nice price.  Thank you",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galliprant
Galliprant,"Pharmacy,Pain Relief & Arthritis",It’s too early to know how this works. Am a little concerned about  the cardiovascular warning. It seems to be helping him move better.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Too early to know
Galliprant,"Pharmacy,Pain Relief & Arthritis","My geriatric Dachshund (he's in his late teens) has really shown his age this year so my vet recommended Galliprant for his horrible arthritis. It has definitely helped him. He is able to go through the dog door easier, which has caused less accidents in the house. I am hoping this continues to help for the time he has left.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Try it. It works.
Galliprant,"Pharmacy,Pain Relief & Arthritis",Daphne and I were in a car accident the day before Thanksgiving last year.  My car was lifted off the road and then slammed back down.  We were both wearing seat belts but the accident damaged both of our backs.  Prior to the accident she had no problems but xrays taken after the accident showed damage to her spine.  The Galliprant has greatly reduced her pain and ability to get around.  If humans could take it I would!!  I'm only on pain meds...,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galliprant really helps my 12 year old girl!
Galliprant,"Pharmacy,Pain Relief & Arthritis","My senior fur baby was recently put on galliprant by the vet and things have been great. He’s doing a lot better and has even been more active as well. I love getting this medication from Chewy because it’s so fast and convenient, I don’t even have to leave my house. :)",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galliprant works
Galliprant,"Pharmacy,Pain Relief & Arthritis","I got my meds ASAP at a fraction of the cost great price great service 
Easy to order online get my product within 2 days",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Service is amazing
Galliprant,"Pharmacy,Pain Relief & Arthritis","A few weeks ago my Golden Retriever was diagnosed with arthritis in her hind legs. Our vet sold us a small amount of Galliprant to try on her, but recommended that we obtain this medication from Chewy. I checked prices with Chewy and other on-line companies offering this medication, and found that Chewy offered the best price. They contacted our vet to confirm a prescription, and quickly sent a 60 tablet supply to me. Each day we're seeing growing evidence that the medication is beginning to reduce her arthritis.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Very pleased with the speed and quality of service
Galliprant,"Pharmacy,Pain Relief & Arthritis","My sweet old Winston. For his first 9 years, he was around 115lbs. That much weight on the joints can really hurt a dog after a while. I remember the first time he didn't greet me when I came home. And when he didn't get up when the pizza was delivered. I knew I had to do something or it would kill me. Took him to the vet. They put him on Rx food, galliprant, gabapentin, omeprazole, etc. He began playing again very quickly! The vet said take him off omeprazole. But he was having diarrhea in the house and vomiting blood chunks within 48 hours. Back to the vet. Back on Omeprazole, sucralfate, metronidazole, etc for a while. his stomach is back to normal now. We will stick with the galliprant, gabapentin",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,A miracle for my best old boy with arthritis
Galliprant,"Pharmacy,Pain Relief & Arthritis",My seventeen year old Terrier mix was limping and having trouble moving around.  After taking the first dose of Galliprant 20mg her-limping disappeared and is very mobile now.  Thankfully she does not have any adverse side effects from this medication.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Works great!
Galliprant,"Pharmacy,Pain Relief & Arthritis","Who was panting and staring at me, I knew he must be in pain. Spoke to vet and Rx, Galliprant.  Truly helped my dog. Much, much, much, much better and kidneys are not affected as with other meds.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,14 yr old Standard Poodle
Galliprant,"Pharmacy,Pain Relief & Arthritis",Chewy has made this medication affordable allowing us to give our fur babies the care they need. Thank you Chewy,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Life saver
Galliprant,"Pharmacy,Pain Relief & Arthritis",Our Golden has became a lot more active since being on Galliprant. Seems to relieve a lot of her hip discomfort.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Happy Dog Happy Life
Galliprant,"Pharmacy,Pain Relief & Arthritis","Our 2 dogs are 10 years old and are progressively osteoarthritic.  Galliprant has significantly increased their comfort.  Recommended highly!.
And, Chewy's services are without peer; excellent!",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Excellent product
Galliprant,"Pharmacy,Pain Relief & Arthritis",Seems to be helping her. Would tell those who have older dogs to use this product.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galliprant
Galliprant,"Pharmacy,Pain Relief & Arthritis","My 10yr old Doberman is loaded with arthritis, I tried everything, then my vet recommended galliprant, it works and does not harm the liver.  My dog has been on it for 90 days and I see a difference, she still has trouble getting up but not as difficult as before, she is now playing more and chasing the squirrels.I buy her food from Chewy, so why not her meds.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,It really works
Galliprant,"Pharmacy,Pain Relief & Arthritis",My little girl would try to bite me it I rubbed her little thighs as it hurt so much. Now you can rub and tickle the hair between her toes and she plays outside in her fenced yard. YEAH!,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Turns a couch potato into an active little girl!!
Galliprant,"Pharmacy,Pain Relief & Arthritis","I have a 10 year old, 150 pound  - 3 legged mastiff who always got along like a champ up until the last year.  With his age and weight holding him back from getting around the way he used to, he is on his 2nd month of the medication and the results are remarkable. Once again he gets around upright on his 3 legs like he did when he was younger, full of energy and pep.   I highly recommend this medication for any dog with joint or muscle pain. If it could have this type of effect on my big guy with 3 legs, I can only imagine how it could help your 4 legged fur baby.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,150 Lbs 3 legged Mastiff back in the saddle
Galliprant,"Pharmacy,Pain Relief & Arthritis",My 15 yr old Bichon Frisse is like a puppy again now that his back leg knee pain is lessened.  Blitz away,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,No more oldster knee oain
Galliprant,"Pharmacy,Pain Relief & Arthritis","Galliprant has made a huge difference in my 14 yr old Australian Shepard mobility issue.  He has arthritis in his hind quarters and Galliprant has made walking easier for him. He is on several differnt supplements and also Gabapentin, but I know it is the Galliprant that helps him most as I ran out of it for 2 days and his difficulties returned immediately.  I have not noticed any side effects.  I highly recommend you try it.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Works Wonders for 14 yr old
Galliprant,"Pharmacy,Pain Relief & Arthritis",My older pups have bad arthritis and this medicine really helps..,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Works wonders
Galliprant,"Pharmacy,Pain Relief & Arthritis",Galliprant has helped our old man a lot. The poor guy was having a really hard time getting up and moving around. Galliprant has made a huge difference for him!,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Glad for galliprant!
Galliprant,"Pharmacy,Pain Relief & Arthritis",My 15-1/2 year old Dachshund has difficulty walking and standing for any length of time.  This medicine has really helped make him more comfortable.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galliprant for senior dog.
Galliprant,"Pharmacy,Pain Relief & Arthritis","My Old English Sheepdog mix just celebrated her 13th birthday. She has been on Galliprant for 2 months.  Prior to, her back legs would give out while walking and getting up the steps was painful for her. Now, she takes the steps like a young dog and is able to jump on my bed every night. I am so thankful her vet suggested this medicine!",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Thankful for Galliprant
Galliprant,"Pharmacy,Pain Relief & Arthritis",So far this medication has worked for my dogs arthritis (she has been on it for 1 week) without making her feel lethargic and not herself.  She is running around no longer limping.  I recommend you try it for your fur baby.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galliprant
Galliprant,"Pharmacy,Pain Relief & Arthritis",Galliprant sure has helped my 15 year old German Shepherd/Husky mix. He is able to walk around more and he can lay down on his side again.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Works Very Well
Galliprant,"Pharmacy,Pain Relief & Arthritis","My 14 yr old dachshund hurt his back and the other meds he was on made him so aggressive, on galiprant he plays and is sweet again. Chewy is so good at getting the things we need so fast, and they have everything!",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Helped so much
Galliprant,"Pharmacy,Pain Relief & Arthritis","After years on Rimadyl and still having pain I switched my dog to this. He is acting young again. Running, jumping, and playing again. He gets it in the Am and Gabapentin at lunch and bedtime and plays much more than he has in a long time. The best part is it is MUCH cheaper here than at the vet's office.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,My dog is young again
Galliprant,"Pharmacy,Pain Relief & Arthritis","We have been giving this to our dog per our vet for over two months now and there is no improvement at all in our dogs issues. That is not to say that this is a bad medication, it is however, not helping our dog.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Expensive with little results
Galliprant,"Pharmacy,Pain Relief & Arthritis",The Vet gave us Galliprant after the Gabapentin we were using wasn't enough to stop our dog's arthritis pain.  It has worked like a miracle cure.  The limping has stopped and he is running around - maybe not like a puppy - but like a 5 year old.  We are very happy we tried it and so glad to have it delivered for less than the Vet price. Thanks!!,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Galliprant really worked for us.
Galliprant,"Pharmacy,Pain Relief & Arthritis","I've been giving my senior dog Galliprant for almost two years, through Chewy for approximately a year now and it has help her, along with taking gabapentin, to be as pain free as possible considering her condition. I am very disappointed in the recent price increase though. Why is it never just a few dollars or five at a time, but $20 in one leap? So now it's $80+ for a 30 day supply of 60mg tablets. They don't think you buy just a few at a time do they? Manufacturers know how to hook you.  Chewy's though, has always been dependable and prompt on delivery. I am very satisfied with that.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,"Great relief for my, Senior 14+ yrs, arthritic dog with hip dysplasia!"
Galliprant,"Pharmacy,Pain Relief & Arthritis",Price is considerable lower than vets office and drug overall really helps my senior dog move better and no noted side affects!,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Review4you
Galliprant,"Pharmacy,Pain Relief & Arthritis",Lumiére is arthritic in his hips since he's been taking a daily galiprant he's remained active and less restless at other times.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,14 yr old Lumie is still active
Galliprant,"Pharmacy,Pain Relief & Arthritis",This is the most effective medicine for the arthritis my pet has. So thankful it gives this 14 year d some relief which allows him to be mobile and happy again!,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Recommended by my fur baby
Galliprant,"Pharmacy,Pain Relief & Arthritis",A good pain relief for your dog without stomach upset.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Pain relief
Galliprant,"Pharmacy,Pain Relief & Arthritis",Our pups are on these as well as glucosamine and it has really improved their ease of movement and comfort levels.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Better life for our senior pups
Simparica,"Dog,Flea & Tick,Oral Treatments","This stuff is great. I definitely hate doing the topical preventative and having her fur get super icky on her neck. With Simparica, she tolerated it very well and does not give me any issues with eating it. And she has not had any fleas while on it. Works great!",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,Works really well! Great product!
Galliprant,"Pharmacy,Pain Relief & Arthritis",This was such a great price.  It was 1/3 the cost at my vet.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,best deal ever
Galliprant,"Pharmacy,Pain Relief & Arthritis","My 15 yo fur baby has been having trouble with her hips and legs for awhile.  Forget going upstairs, and it takes effort to sit now. I started to notice it getting worse bc of the cold weather, and she was having trouble just going down 2 porch steps to use the bathroom. She’s a boxer lab, so she’s a bout 75 lbs. The vet put her on this.... and within 3-4 days, I noticed a HUGE difference.   A quality of life type of difference!   Understanding she still is 15...the steps became easier, she was walking around the house and yard more, and she just seems to feel and look better. Knowing that I can help make her comfortable now and help her mobility is the best early Christmas present a girl could",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,GET THIS!!!
Galliprant,"Pharmacy,Pain Relief & Arthritis",Taking this medication has changed our 13 yr old husky's life. She went from barely moving to active and playing with her brother. The price on Chewy is also the best price we found anywhere.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Changed our dogs life.
Galliprant,"Pharmacy,Pain Relief & Arthritis",Works very well for my dogs arthritis. It’s not hard on her kidneys like other inflammatory medications. Don’t even need a pill pocket because it taste good. My dog is 15 years old and is doing good now.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Great medicine
Galliprant,"Pharmacy,Pain Relief & Arthritis","I am wary of overly medicating our dogs.  However, Galliprant is miraculous stuff.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,New life for badly disabled elder dog!
Galliprant,"Pharmacy,Pain Relief & Arthritis","My vet recently recommended that I switch my 14 year old yellow labrador retriever, Ruby, to another INSAID.  She said that carprofen has side effects on the liver and kidney (Ruby has early stages of kidney disease).  After a few days to flush out her system from the carprofen, Ruby is taking Galliprant.  It seems to be working as well if not better than the carprofen on one tablet a day.  Price point is still high, but it is worth it to see Ruby continue to move around and continue her dog therapy service to libraries and schools.
Irene Topor",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Better for Ruby
Galliprant,"Pharmacy,Pain Relief & Arthritis","so far the pills seem to be doing the job,hope there is not long reaching problems.",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,maggie's pills
Simparica,"Dog,Flea & Tick,Oral Treatments","Have been using this product for our dog and all through spring, summer and fall, he did not have any pests on him at all. He goes outside and lays in the yard and we live in a rural area where other animals (coyotes, raccoons, etc) come into our yard at night. good product",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,reviewed product
Galliprant,"Pharmacy,Pain Relief & Arthritis","I love this medication for my dog for his arthritis pain but it’s so darn expensive. It’s depressing that it cost so much. 

This is the only pill that doctor said won’t effect his organs. It does help the pain and he will run around while on this medication",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,This is amazing for arthritis pain in my dog
Simparica,"Dog,Flea & Tick,Oral Treatments",I decided to order flea meds from Chewy.  It couldn’t of been easier.  No trip to the vet.  Will be doing it again!,93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,It was so easy!
Galliprant,"Pharmacy,Pain Relief & Arthritis",Switched to this medicine because of my labs elevated liver values while on another medication...very happy with the results!!! And thumbs up to Chewy for another awesome experience!!!,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Very pleased
Galliprant,"Pharmacy,Pain Relief & Arthritis","On the upside, this drug clearly works (my dog who'd been dragging on walks is now happy and bouncy), and its great benefit is that it's safer on organs than other NSAIDs, however, the price is ridiculous. For bigger dogs or multi-dog households it's downright prohibitive. The greed of Elanco Animal Health who manufactures this drug will keep this safer pain-killer from helping countless dogs. Here's another reason to really dislike Elanco: their big, flashy rebate offer is a scam. Their feeder site at https://www.galliprantfordogs.com/galliprant-savings-rebate  promises a significant rebate for every 30 pills bought (so driving people to buy bigger quantities). Then they will take all of your",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Works but way too expensive
Galliprant,"Pharmacy,Pain Relief & Arthritis",So much cheaper than the other site I was buying from and I love chewy and glad they now sell medications.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Medication
Galliprant,"Pharmacy,Pain Relief & Arthritis","After being fearful of hoing downstairs for a walk because she. Oulfnt control her legs, my gal is now hoing down them easily! Actually,  everytime I go down there now, I turn around & there she is- wanting a walk!",2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Shes Doing The Stairs!
Galliprant,"Pharmacy,Pain Relief & Arthritis",She is around 11-12 years old and the pain medication is helping her to get around better than before.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Medication for my dog - Jazzee
Galliprant,"Pharmacy,Pain Relief & Arthritis",I add the tab to a bit of canned food and my dog eats it up.. She is less lame while taking the Galliprant and is limited to what she can take with liver CA.,2.77,256,Galliprant Tablets for Dogs,2.92,4.8,Great product
Simparica,"Dog,Flea & Tick,Oral Treatments","I can't speak highly enough about this! My dog has been on topicals her whole life then once we moved in to this new complex, her treatment suddenly stopped working. She developed a severe flea allergy which then led to skin infections. I was skeptical at first using oral tablets but my vet insisted we give this a try. Within just a couple of weeks, the fleas disappeared! It's been 3 months and we haven't seen one since. Ordering online was super easy too. My vet loves working with Chewy and happily approved the order right away. :)",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,Thank You!
Simparica,"Dog,Flea & Tick,Oral Treatments","I switched from Frontline to Simparica a few months ago. 
It is much easier to give to my dog by mouth rather than the liquid Frontline on his back. He did not like having the Frontline applied and would always try to avoid it.
Simparica has been very effective so far.",93.36,178,"Simparica Chewable Tablets for Dogs, 44.1-88 lbs (Green Box)",98.27,4.6,No more Frontline
